,Components,l,pol,class,map_logp,Marg. Likelihood,Modified Prior,model,gelRub,accTrain,accTest,f1Train,f1Test
218,10,True,3,lpv,-inf,0,student,RL,"{'mean1': 1.0042242597968043, 'Intercept': 1.5361137614810332, 'col0': 14.240660992356087, 'col1': 10.356084261573569, 'col2': 1.1326110170310109, 'col3': 16.62049328507403, 'col4': 6.441558882913153, 'col5': 1.7703423465891501, 'col6': 1.0591698193910548, 'col7': 1.0066360147057414, 'col8': 10.481638691415252, 'col9': 1.1306655580985396, 'col10': 25.316553637188505, 'col11': 1.2406002048937002, 'col12': 1.0549629634373852, 'col13': 6.452745004153904, 'col14': 1.0950086306322955, 'col15': 0.9996081645084252, 'col16': 1.02120851030883, 'col17': 1.0392845158217934, 'col18': 8.72389901027619, 'col19': 6.088989720087322, 'col20': 21.172565436252192, 'col21': 11.77178098182907, 'col22': 1.0383538660176765, 'col23': 1.5040859012601293, 'col24': 1.234734758530125, 'col25': 1.0002170100506773, 'col26': 1.179091967158642, 'col27': 1.016594371578778, 'col28': 3.4278745595758537, 'col29': 5.284337524036502}",0.99,0.55,0.99,0.61
219,10,True,3,ecl,-inf,0,student,RL,"{'mean1': 1.0096691950402763, 'Intercept': 1.3690273673077646, 'col0': 1.0218263062495405, 'col1': 1.0012771962016171, 'col2': 1.002847628083799, 'col3': 1.0067255611702182, 'col4': 1.0223196276083375, 'col5': 1.0101303852989076, 'col6': 1.0018920178704913, 'col7': 1.0232075765241957, 'col8': 1.0325736415859772, 'col9': 1.180224207531068, 'col10': 1.266848777993637, 'col11': 1.3526289257269664, 'col12': 0.999989162811476, 'col13': 1.0962652412300342, 'col14': 1.015156045616241, 'col15': 1.0679543632288095, 'col16': 1.0011254399919043, 'col17': 1.0158718000950864, 'col18': 1.1063194890844417, 'col19': 1.414358935865353, 'col20': 1.0142390726435742, 'col21': 1.3658576327579697, 'col22': 1.0087958577071139, 'col23': 1.043782782753397, 'col24': 1.0428876766107822, 'col25': 1.0180174959735429, 'col26': 1.0012225996429367, 'col27': 1.0202919245779074, 'col28': 0.9995019106343814, 'col29': 1.227974855408952}",0.97,0.55,0.97,0.40
220,10,True,3,rrlyr,-inf,0,laplace,RL,"{'mean1': 1.0017148050337545, 'Intercept': 1.3414967960904167, 'col0': 1.2976168411309819, 'col1': 2.1885959180525494, 'col2': 1.9281060283558489, 'col3': 1.154611162017403, 'col4': 1.254885710728438, 'col5': 1.0372128804582548, 'col6': 0.9997920985564321, 'col7': 1.0048789077381322, 'col8': 1.0019473855126295, 'col9': 1.0515277192508423, 'col10': 1.011111233532707, 'col11': 1.0441067574421123, 'col12': 1.2553522461892817, 'col13': 1.0133261602141879, 'col14': 1.0533506537283335, 'col15': 1.00589892879906, 'col16': 1.0065191707596777, 'col17': 1.0015726607406221, 'col18': 1.0024918115920403, 'col19': 1.0040524200671104, 'col20': 1.0040536771319737, 'col21': 1.5618058427252406, 'col22': 1.1356728465567472, 'col23': 1.0057802386598549, 'col24': 1.0213697318451902, 'col25': 1.0390251915850521, 'col26': 1.000426637207416, 'col27': 1.0053715368522578, 'col28': 1.002600738099611, 'col29': 0.9995333109240724}",0.99,0.68,0.99,0.69
221,10,True,3,cep,-inf,0,laplace,RL,"{'mean1': 1.0009757710027296, 'Intercept': 1.008785563845872, 'col0': 1.3108403349157531, 'col1': 1.0149102510415886, 'col2': 1.7158751590318588, 'col3': 1.0195835479847037, 'col4': 1.1472443454286851, 'col5': 1.0031923574488308, 'col6': 1.0039776385159125, 'col7': 1.0145710478421899, 'col8': 1.191082962271967, 'col9': 1.033815027501467, 'col10': 1.0036538906493795, 'col11': 2.86459626027235, 'col12': 2.461674242129024, 'col13': 1.0194152672085657, 'col14': 1.0011829214959584, 'col15': 1.0215961282311783, 'col16': 1.039033424639846, 'col17': 1.004370865845415, 'col18': 1.0544358911712066, 'col19': 1.0114027677189532, 'col20': 1.4778553499497642, 'col21': 4.544473905266187, 'col22': 4.148308297682338, 'col23': 1.0312748927359692, 'col24': 1.2390536143194741, 'col25': 0.999513731350236, 'col26': 1.018881733464238, 'col27': 1.0246580580079316, 'col28': 2.336073069889804, 'col29': 1.0085074889853707}",0.94,0.59,0.94,0.50
222,10,True,3,dsct,-inf,0,laplace,RL,"{'mean1': 1.0021977740520167, 'Intercept': 1.0974822391786039, 'col0': 1.0848196872198306, 'col1': 1.110895825566753, 'col2': 1.3967582075541074, 'col3': 1.2644515858128236, 'col4': 1.020706034209231, 'col5': 1.014942159649827, 'col6': 1.0031099149938794, 'col7': 1.0278311809974408, 'col8': 0.9995975847989251, 'col9': 0.9998071231975828, 'col10': 1.0031436371883589, 'col11': 1.1872813076711428, 'col12': 1.219010912779593, 'col13': 1.1532786572675355, 'col14': 1.0023900893924909, 'col15': 1.00346604262855, 'col16': 1.0008137607396421, 'col17': 1.0706496294617835, 'col18': 1.000841188253366, 'col19': 1.0368774168715331, 'col20': 1.1884537242290372, 'col21': 1.2232471507935594, 'col22': 1.4186743322473025, 'col23': 1.007751125793884, 'col24': 1.0000853414005713, 'col25': 1.0083768067800365, 'col26': 1.0029980676246784, 'col27': 1.0369187794731842, 'col28': 1.0000192938801504, 'col29': 1.0294346229581124}",0.97,0.49,0.97,0.26
223,10,True,3,lpv,-inf,0,laplace,RL,"{'mean1': 1.0046510814568421, 'Intercept': 1.0245691718202155, 'col0': 1.0160302199675724, 'col1': 1.0289469127928514, 'col2': 1.0776586723148616, 'col3': 1.027560152577322, 'col4': 0.9996069543457724, 'col5': 0.9998026997038855, 'col6': 1.0372886316378371, 'col7': 1.0309971888349956, 'col8': 0.9995158999089743, 'col9': 1.103095746589574, 'col10': 1.0299248182562908, 'col11': 1.0287736959375766, 'col12': 1.1523317091422465, 'col13': 1.0208188961616094, 'col14': 1.0262482205703212, 'col15': 1.0494994500387331, 'col16': 1.0003602604507817, 'col17': 1.0112674295939548, 'col18': 1.0028962928690468, 'col19': 1.90577402002696, 'col20': 1.0824917888038, 'col21': 1.0007868175278491, 'col22': 1.0860399276819122, 'col23': 1.0341971883560779, 'col24': 1.0147311085034858, 'col25': 0.9995555310154053, 'col26': 1.046824741677485, 'col27': 1.0389936603893497, 'col28': 0.9995000151612279, 'col29': 1.9054262185418964}",0.99,0.56,0.99,0.61
224,10,True,3,ecl,-inf,0,laplace,RL,"{'mean1': 0.999512880487159, 'Intercept': 1.1431096917196526, 'col0': 1.0616485890430605, 'col1': 1.2819500971554272, 'col2': 1.1490747224463553, 'col3': 1.0206371202460758, 'col4': 1.0007282516735112, 'col5': 1.039778628585644, 'col6': 1.0021159757579954, 'col7': 1.02846703322733, 'col8': 1.0065681862076301, 'col9': 1.0243687032805742, 'col10': 1.2040683836057005, 'col11': 1.0564156110165297, 'col12': 1.003312849724344, 'col13': 1.0212744018941597, 'col14': 1.0233103043145966, 'col15': 0.9999017161682867, 'col16': 0.9998988827209445, 'col17': 1.0064308149717134, 'col18': 1.0051394511262095, 'col19': 1.0400890344361868, 'col20': 1.0568296942283482, 'col21': 1.002593090737334, 'col22': 0.9995000681516705, 'col23': 1.0000850460983979, 'col24': 1.003547991898195, 'col25': 1.021922061081943, 'col26': 1.0062322571199307, 'col27': 1.039164298987122, 'col28': 1.0038005116142126, 'col29': 1.0163145884587252}",0.97,0.37,0.97,0.25
225,12,True,1,rrlyr,-970.135656363759,-992.168391536683,normal,RL,"{'mean1': 1.000170484385554, 'Intercept': 0.9995039470334813, 'col0': 1.0119161064296773, 'col1': 1.128467800451025, 'col2': 1.1269015860702192, 'col3': 1.0101278164995309, 'col4': 0.9996424156544644, 'col5': 1.0000267238178127, 'col6': 1.002560362041668, 'col7': 0.999861090380504, 'col8': 0.9999379273520037, 'col9': 1.002494765984493, 'col10': 1.000096164388666, 'col11': 1.0012229816969616}",0.98,0.65,0.98,0.66
226,12,True,1,cep,-852.814575694164,-872.364774243997,normal,RL,"{'mean1': 1.0056960572550167, 'Intercept': 1.0019601473623423, 'col0': 1.0104395949880536, 'col1': 1.0033312069648814, 'col2': 1.0029637402222842, 'col3': 0.9999684245235576, 'col4': 1.0048018747752925, 'col5': 1.0085658278478231, 'col6': 1.0003048681383893, 'col7': 1.0010432828360323, 'col8': 1.005562133059987, 'col9': 1.0041531243496689, 'col10': 1.0068509763657452, 'col11': 1.0043377563975073}",0.94,0.63,0.94,0.52
227,12,True,1,dsct,-318.75870669552,-330.857103830072,normal,RL,"{'mean1': 1.0041416394900482, 'Intercept': 1.0035694913063027, 'col0': 1.0473350341413614, 'col1': 1.0819549399659831, 'col2': 1.0729866180717287, 'col3': 1.0013334119666182, 'col4': 1.0025319846788616, 'col5': 1.0079986784498665, 'col6': 1.0002875537678484, 'col7': 1.0014793854566215, 'col8': 1.0010825793570997, 'col9': 1.003938595741685, 'col10': 0.9996131749055485, 'col11': 1.0012662007548316}",0.97,0.59,0.97,0.42
228,12,True,1,lpv,-466.396078832484,-484.017520511006,normal,RL,"{'mean1': 1.0003012412364638, 'Intercept': 0.9997002909582425, 'col0': 1.0004933833944945, 'col1': 1.0089790548487094, 'col2': 1.0206909115136344, 'col3': 0.999734830906672, 'col4': 1.0013548902600664, 'col5': 0.9999646876519591, 'col6': 0.9995068117705667, 'col7': 0.9995407574249422, 'col8': 1.0013806627936346, 'col9': 1.002701251957877, 'col10': 0.9995065788138853, 'col11': 1.0005299096988243}",0.99,0.57,0.99,0.63
229,12,True,1,ecl,-986.120368366534,-1007.56119879505,normal,RL,"{'mean1': 1.0336522041911638, 'Intercept': 1.028351830973429, 'col0': 1.6175662409519038, 'col1': 1.185916279948904, 'col2': 1.6164733344924511, 'col3': 1.1961301627438488, 'col4': 0.9995006234255971, 'col5': 1.0007836426032535, 'col6': 1.0155556983341327, 'col7': 1.0178181755645408, 'col8': 1.141373603798788, 'col9': 1.1102366752040385, 'col10': 1.077789172625506, 'col11': 1.0182850329014936}",0.97,0.53,0.97,0.42
230,12,True,1,rrlyr,-877.988307008577,-892.0669276956,student,RL,"{'mean1': 0.999743673543435, 'Intercept': 1.0018396040730133, 'col0': 1.0032510714024367, 'col1': 1.0022027170366228, 'col2': 1.0003619636696093, 'col3': 1.0014050811883743, 'col4': 1.0046144603190728, 'col5': 1.0030994690417414, 'col6': 0.9995674391564724, 'col7': 1.000098670283081, 'col8': 1.0140890840455024, 'col9': 1.003365826053361, 'col10': 1.0001709901402982, 'col11': 0.999697306784637}",0.98,0.65,0.98,0.66
231,12,True,1,cep,-871.43515898112,-882.232858834649,student,RL,"{'mean1': 1.0006901269371122, 'Intercept': 1.002435323217841, 'col0': 1.003042578259041, 'col1': 1.020935481637431, 'col2': 0.9995875480553608, 'col3': 1.0027584939420298, 'col4': 0.999972414007921, 'col5': 0.99974972465964, 'col6': 1.017198588443284, 'col7': 1.0001215549878428, 'col8': 1.0098860857622747, 'col9': 1.000586326726147, 'col10': 0.9996532604424069, 'col11': 0.9997221338641872}",0.94,0.63,0.94,0.52
232,12,True,1,dsct,-297.338297101092,-297.89871221888,student,RL,"{'mean1': 1.0006215753689711, 'Intercept': 1.010045896420164, 'col0': 1.0929859862762468, 'col1': 1.092440920155818, 'col2': 1.1116167609284475, 'col3': 1.0563452741747514, 'col4': 1.035367082873509, 'col5': 0.9995288521504464, 'col6': 1.0023393101757745, 'col7': 1.000699429795552, 'col8': 1.0000778454060482, 'col9': 1.0217706502988677, 'col10': 1.0067682908127757, 'col11': 1.00549930412607}",0.97,0.46,0.97,0.25
233,12,True,1,lpv,-527.847244160916,-538.030855463472,student,RL,"{'mean1': 0.999874697311065, 'Intercept': 1.0006956440681805, 'col0': 1.0414033813990227, 'col1': 1.0104648505149987, 'col2': 1.003457755282743, 'col3': 1.0191862072551838, 'col4': 1.000396232949004, 'col5': 1.0005423232822144, 'col6': 1.0022196599090407, 'col7': 1.0010542427490068, 'col8': 1.020814890049474, 'col9': 0.9995242470842987, 'col10': 1.0055942295960283, 'col11': 1.0001125270465878}",0.99,0.53,0.99,0.59
234,12,True,1,ecl,-925.396913784246,-937.380729298978,student,RL,"{'mean1': 0.9998583038947568, 'Intercept': 1.000627082268569, 'col0': 1.0103796042976403, 'col1': 1.0089089957765318, 'col2': 1.0000539411867928, 'col3': 0.999915750474891, 'col4': 1.0005368951781286, 'col5': 1.000051104239034, 'col6': 0.9995247967942873, 'col7': 1.001331095388286, 'col8': 1.0009497738067747, 'col9': 0.9997138661601335, 'col10': 1.018654467562587, 'col11': 1.0014149255072715}",0.98,0.41,0.98,0.31
235,12,True,1,rrlyr,-863.570635269704,-877.170712677705,laplace,RL,"{'mean1': 0.9995853458094475, 'Intercept': 1.0102603281833789, 'col0': 1.0230014527682807, 'col1': 1.0185124997244994, 'col2': 0.9995590630421992, 'col3': 1.0327411212699547, 'col4': 1.0123077507188853, 'col5': 1.0010496943866134, 'col6': 1.0001206785095538, 'col7': 0.9995824399108819, 'col8': 1.004164026894964, 'col9': 1.0034974733423923, 'col10': 1.0110850095657535, 'col11': 0.9995146829213595}",0.98,0.65,0.98,0.66
236,12,True,1,cep,-921.292881415065,-932.105172193701,laplace,RL,"{'mean1': 0.9996200837387305, 'Intercept': 0.9999819182511975, 'col0': 0.999921678608232, 'col1': 1.0186463338803335, 'col2': 1.0000446352573364, 'col3': 1.006244935361733, 'col4': 1.0003736412761364, 'col5': 1.0080119980619555, 'col6': 0.9997652676977233, 'col7': 1.0060826585136446, 'col8': 1.0112339625997757, 'col9': 1.022814523155943, 'col10': 1.0194226760210245, 'col11': 1.0049729405901902}",0.94,0.63,0.94,0.52
237,12,True,1,dsct,-346.693784743119,-347.074891449754,laplace,RL,"{'mean1': 1.0016705948648197, 'Intercept': 1.0172085453321391, 'col0': 1.5471723174537722, 'col1': 1.6722140980712394, 'col2': 1.5408431307128454, 'col3': 1.0829812666015226, 'col4': 1.123091558125238, 'col5': 1.0226430405353135, 'col6': 1.0445991475569547, 'col7': 1.0000197679865839, 'col8': 0.9995023104479328, 'col9': 0.9996318996930059, 'col10': 1.0023742697375455, 'col11': 1.0043589486864408}",0.97,0.46,0.97,0.26
238,12,True,1,lpv,-692.5674740073,-704.763003843464,laplace,RL,"{'mean1': 1.004411685832275, 'Intercept': 1.0023608322816804, 'col0': 1.0130327337928193, 'col1': 1.00255191260303, 'col2': 0.9996809626939531, 'col3': 1.0064233071137623, 'col4': 1.001340203608986, 'col5': 0.9999247251958095, 'col6': 1.0044148686927832, 'col7': 1.0020890403760825, 'col8': 1.005827021932453, 'col9': 0.9995240786014913, 'col10': 0.9995103702622737, 'col11': 0.9996525133534031}",0.99,0.85,0.99,0.88
239,12,True,1,ecl,-913.093854861304,-924.346058828038,laplace,RL,"{'mean1': 0.9995225371142819, 'Intercept': 1.0039774025906583, 'col0': 1.0645407651241652, 'col1': 1.0464503058536558, 'col2': 1.0828248010122077, 'col3': 1.0661061046447344, 'col4': 0.9999605578987306, 'col5': 1.0182018248048987, 'col6': 1.0077303151757515, 'col7': 1.0119577257860737, 'col8': 1.0134370579279282, 'col9': 1.0032024016821348, 'col10': 1.026982498464609, 'col11': 1.0081374916005885}",0.98,0.52,0.98,0.41
240,12,True,2,rrlyr,-inf,-571.498488708512,normal,RL,"{'mean1': 1.0003612019692976, 'Intercept': 1.0290023802349209, 'col0': 1.0760602250009816, 'col1': 1.032795803864762, 'col2': 1.0584372962044495, 'col3': 1.0756869238261457, 'col4': 1.0482879160740401, 'col5': 1.012075856150728, 'col6': 1.0001272163279296, 'col7': 0.9995076778334501, 'col8': 1.0344122972658865, 'col9': 1.034675538377171, 'col10': 1.0049783678671955, 'col11': 1.0920697409848639, 'col12': 1.0011880556959596, 'col13': 1.0195280867660308, 'col14': 1.0008956066015677, 'col15': 0.999870373783003, 'col16': 1.0078568771164926, 'col17': 1.0008423028023647, 'col18': 0.9996357864924834, 'col19': 1.0060506818625576, 'col20': 1.0272105347653593, 'col21': 1.034377421159427, 'col22': 1.0089353253226157, 'col23': 1.0496649900495054}",0.99,0.68,0.99,0.69
241,12,True,2,cep,-inf,-867.938247058717,normal,RL,"{'mean1': 1.0088995132834733, 'Intercept': 1.0242615138989244, 'col0': 1.008637001643516, 'col1': 1.030602115031941, 'col2': 1.0243416136171244, 'col3': 0.999584615851881, 'col4': 0.9999442541731159, 'col5': 1.0006990444587456, 'col6': 1.0031573448820017, 'col7': 0.9996835885721097, 'col8': 1.0019897942509186, 'col9': 0.99994549566827, 'col10': 1.0068775609439728, 'col11': 1.0034360209912596, 'col12': 1.0012654621023014, 'col13': 1.003919304115479, 'col14': 1.0025478697875685, 'col15': 1.0220952313037377, 'col16': 1.0767515695762064, 'col17': 1.007194486674586, 'col18': 1.004122904936205, 'col19': 1.0040246583503691, 'col20': 1.0521078268005708, 'col21': 1.0847315500310415, 'col22': 1.1789239902231292, 'col23': 1.1171450481796301}",0.95,0.61,0.95,0.51
242,12,True,2,dsct,-inf,-327.078570004907,normal,RL,"{'mean1': 1.0390721619737688, 'Intercept': 1.0108978705321077, 'col0': 1.197852179728432, 'col1': 1.1925004744666161, 'col2': 1.1206735746229068, 'col3': 0.9995826116918254, 'col4': 1.0052368623511991, 'col5': 1.008561621720709, 'col6': 1.0003177991856256, 'col7': 1.0139117678849237, 'col8': 1.0169120111439565, 'col9': 1.0036020301830277, 'col10': 0.999500110798501, 'col11': 1.0220555072379003, 'col12': 1.003322439059292, 'col13': 1.042010161817464, 'col14': 1.0038923677103062, 'col15': 1.036657312836892, 'col16': 0.9998615575928052, 'col17': 1.002657490504309, 'col18': 1.0025140596238147, 'col19': 1.0126221886099067, 'col20': 1.0073964961875173, 'col21': 1.004969099094174, 'col22': 1.013250452975942, 'col23': 1.0086270301393134}",0.97,0.60,0.97,0.45
243,12,True,2,lpv,-365.627265944455,-398.054980142631,normal,RL,"{'mean1': 1.011032084324234, 'Intercept': 1.0207946869053661, 'col0': 1.0123894345672486, 'col1': 1.004508840722269, 'col2': 1.0061122090083217, 'col3': 1.0959939499128917, 'col4': 1.1248243113364074, 'col5': 0.9995010600048773, 'col6': 0.9996418558423529, 'col7': 1.0040077235175504, 'col8': 1.0745374436503599, 'col9': 1.0027831941195064, 'col10': 1.0029176680367202, 'col11': 1.0799122629271232, 'col12': 1.0079140825946244, 'col13': 0.9997157723039038, 'col14': 1.006980663345871, 'col15': 1.0664909414934365, 'col16': 1.0055657182926423, 'col17': 1.002663394674292, 'col18': 0.9999829807983761, 'col19': 1.0078290318078806, 'col20': 1.0125602085918883, 'col21': 1.0358014521680112, 'col22': 1.0017986491795965, 'col23': 1.040577304254103}",0.99,0.80,0.99,0.84
244,12,True,2,ecl,-inf,-860.678278632535,normal,RL,"{'mean1': 1.0174522328803135, 'Intercept': 1.0116343996036992, 'col0': 1.0236168294534407, 'col1': 1.0114577895806658, 'col2': 1.0994564726451868, 'col3': 1.064340803455389, 'col4': 0.9995725334453105, 'col5': 1.0054132365606299, 'col6': 0.9995083414538872, 'col7': 1.004634890032749, 'col8': 1.0359328430879056, 'col9': 1.035332591497276, 'col10': 1.000464596024166, 'col11': 1.0429604122914953, 'col12': 1.0055892750511057, 'col13': 1.0162703578084988, 'col14': 1.0134664250927512, 'col15': 1.0029899686360808, 'col16': 1.0073130278689875, 'col17': 0.9997875492275435, 'col18': 1.0002206825329438, 'col19': 1.0066377070228358, 'col20': 1.1216625095418178, 'col21': 0.9995443978902865, 'col22': 0.9996579859047934, 'col23': 1.0649787713590755}",0.98,0.55,0.98,0.42
245,12,True,2,rrlyr,-inf,0,student,RL,"{'mean1': 0.9997344340560153, 'Intercept': 1.0089497603183475, 'col0': 1.0223302407086312, 'col1': 1.0493760739569444, 'col2': 1.0661175374831688, 'col3': 1.0006801956396967, 'col4': 1.0059316929947497, 'col5': 1.0121919237970884, 'col6': 0.9996811955952151, 'col7': 0.9998160314522119, 'col8': 1.0062056422623886, 'col9': 1.0461373249348627, 'col10': 1.0018678630173918, 'col11': 1.000312871851759, 'col12': 1.0025548082297964, 'col13': 1.017566553569589, 'col14': 1.001347503589999, 'col15': 1.0000107407606105, 'col16': 1.0001109910378922, 'col17': 1.0069722785017186, 'col18': 0.9995297991685249, 'col19': 1.00551667558476, 'col20': 1.0365930176566631, 'col21': 1.068491912336329, 'col22': 1.0145666268353934, 'col23': 1.0005097323001102}",0.99,0.67,0.99,0.69
246,12,True,2,cep,-inf,0,student,RL,"{'mean1': 1.0003863398040451, 'Intercept': 1.0756007432339296, 'col0': 1.0398783095675632, 'col1': 1.001511202942931, 'col2': 1.055180562408085, 'col3': 1.0198635497397694, 'col4': 1.1332082313276122, 'col5': 0.9999432030669104, 'col6': 1.0006576812510288, 'col7': 1.0025363240312004, 'col8': 1.0178649061675524, 'col9': 0.9995373903286583, 'col10': 0.9995965654204576, 'col11': 1.0083279003542904, 'col12': 1.0157086121422776, 'col13': 1.019259390585063, 'col14': 1.038162418236369, 'col15': 1.0068555124100622, 'col16': 1.0661973557150037, 'col17': 1.0011601267367396, 'col18': 1.0238332589988595, 'col19': 1.0217599827120813, 'col20': 1.026303446695594, 'col21': 1.0113028063850844, 'col22': 1.0033405639311759, 'col23': 1.000271172858342}",0.94,0.61,0.95,0.51
247,12,True,2,dsct,-inf,-320.975586247435,student,RL,"{'mean1': 0.9995088263655778, 'Intercept': 1.0013503002392827, 'col0': 1.0440683483972935, 'col1': 1.06374487866938, 'col2': 1.0663684658683812, 'col3': 1.0026263571875405, 'col4': 1.0164116200015185, 'col5': 1.00375151119238, 'col6': 1.0054552226138826, 'col7': 1.0014050018740899, 'col8': 1.0006069068263952, 'col9': 1.0085487783909837, 'col10': 1.0010463495829987, 'col11': 1.0002114493203744, 'col12': 1.0174547490883055, 'col13': 1.0061875591366467, 'col14': 0.9997038283626821, 'col15': 1.0362241098829998, 'col16': 1.0031198103802093, 'col17': 1.017913373070263, 'col18': 1.0008060493196769, 'col19': 1.0087005507370297, 'col20': 1.001312467005923, 'col21': 1.0003621286447217, 'col22': 1.0021148745003772, 'col23': 1.0034453526283176}",0.97,0.48,0.97,0.26
248,12,True,2,lpv,-inf,-320.975586247435,student,RL,"{'mean1': 1.0049838040714083, 'Intercept': 1.0100255516483947, 'col0': 0.9996619047942957, 'col1': 1.0156251715009663, 'col2': 0.9996972784197697, 'col3': 1.0673680364373967, 'col4': 1.0033756694122011, 'col5': 1.0328383464792514, 'col6': 1.058668759907074, 'col7': 1.0205552442629129, 'col8': 1.1656088998501395, 'col9': 1.187087620142974, 'col10': 1.4183336374766338, 'col11': 1.0080532571381513, 'col12': 1.0079134010787654, 'col13': 1.0707446702985868, 'col14': 1.0611393431947715, 'col15': 1.0008061964119697, 'col16': 1.0090274995110249, 'col17': 1.0014883929426412, 'col18': 1.00532380368851, 'col19': 1.1277780060877007, 'col20': 1.0003641866255701, 'col21': 1.1795549021094405, 'col22': 0.9995041364027646, 'col23': 1.0230301920440175}",0.99,0.57,0.99,0.62
249,12,True,2,ecl,-inf,-320.975586247435,student,RL,"{'mean1': 1.000810965806178, 'Intercept': 1.0022624023070728, 'col0': 1.21384470329793, 'col1': 1.2238586822664084, 'col2': 1.3361163619393808, 'col3': 1.0160726905790642, 'col4': 1.018063028571766, 'col5': 1.0101478514577473, 'col6': 1.0072934693173026, 'col7': 1.005176400384128, 'col8': 1.029843387242928, 'col9': 1.007652293201443, 'col10': 1.0234267706471005, 'col11': 1.0156453719094796, 'col12': 1.2092327825794458, 'col13': 1.0335441140961241, 'col14': 1.0217171598851211, 'col15': 1.0051592252550174, 'col16': 0.9997422627447536, 'col17': 1.0075045301099144, 'col18': 1.0144878375535267, 'col19': 1.0039175186138953, 'col20': 1.0121697524813917, 'col21': 1.002796096792756, 'col22': 1.0010464474436236, 'col23': 0.9996426362368133}",0.98,0.43,0.98,0.31
250,12,True,2,rrlyr,-inf,0,laplace,RL,"{'mean1': 1.0047287325318905, 'Intercept': 1.0374162625731436, 'col0': 1.1962461001075644, 'col1': 1.1619559104509998, 'col2': 1.2552695879218292, 'col3': 1.2303202909630484, 'col4': 1.1747750952108365, 'col5': 1.0011778269478542, 'col6': 1.0044840368852062, 'col7': 1.010755798050261, 'col8': 1.0335964108892528, 'col9': 1.0154549673035547, 'col10': 1.0378341150497288, 'col11': 0.9996604819467524, 'col12': 1.001394792559866, 'col13': 1.2237205638226576, 'col14': 1.0450057153816723, 'col15': 0.9996504915098287, 'col16': 1.0080261076238304, 'col17': 1.0030134804938233, 'col18': 1.0003796666364402, 'col19': 1.0044520334770919, 'col20': 1.0434803383391005, 'col21': 0.9996456222019632, 'col22': 1.021542861775171, 'col23': 1.015283403159821}",0.99,0.66,0.99,0.65
251,12,True,2,cep,-971.114928475635,0,laplace,RL,"{'mean1': 1.0064886860215532, 'Intercept': 1.032824861105495, 'col0': 1.1200932522241303, 'col1': 1.0014805621665062, 'col2': 1.0915527179038138, 'col3': 1.027822577466098, 'col4': 1.1581638602831912, 'col5': 0.9997128029059691, 'col6': 1.0178652222118072, 'col7': 1.0011737236146288, 'col8': 1.0505841311134734, 'col9': 0.9994999547721168, 'col10': 1.0345172698279892, 'col11': 1.031278683767951, 'col12': 1.0024116823260631, 'col13': 1.0165480156226774, 'col14': 1.0300168103816092, 'col15': 1.0055215974585798, 'col16': 1.060472714401852, 'col17': 1.0202145371592841, 'col18': 0.9995373638113411, 'col19': 0.9998647789241697, 'col20': 0.9995988036497536, 'col21': 1.1831052897868604, 'col22': 1.3825171340152964, 'col23': 1.211210143020391}",0.94,0.61,0.94,0.51
252,12,True,2,dsct,-inf,-425.38811777196,laplace,RL,"{'mean1': 1.002054736805169, 'Intercept': 1.0055367879275254, 'col0': 1.818460814641316, 'col1': 1.6723034915105093, 'col2': 1.5378952591367643, 'col3': 1.4643844924582292, 'col4': 1.2508834486335334, 'col5': 1.0087958953188272, 'col6': 1.0014548933505114, 'col7': 0.9995223316564644, 'col8': 1.0080494703874185, 'col9': 1.0849596747598174, 'col10': 1.002702805425743, 'col11': 1.0426712622764185, 'col12': 1.1490512128642674, 'col13': 1.2810621825255761, 'col14': 0.9995069093818462, 'col15': 1.0115423706473048, 'col16': 1.0045207696471854, 'col17': 1.0226345727578676, 'col18': 0.9997025266716218, 'col19': 0.9999505560901827, 'col20': 1.0015391938935037, 'col21': 1.071574448812644, 'col22': 1.0269748954956375, 'col23': 1.0892476964781403}",0.97,0.49,0.97,0.28
253,12,True,2,lpv,-inf,-425.38811777196,laplace,RL,"{'mean1': 0.9995723948956134, 'Intercept': 1.044301276117457, 'col0': 1.009137387932749, 'col1': 1.0016073143115403, 'col2': 1.0017132159180864, 'col3': 1.091774789196387, 'col4': 1.074041480289143, 'col5': 0.9994998749375206, 'col6': 1.0002468722092595, 'col7': 1.0001716336032223, 'col8': 1.0221724291768246, 'col9': 1.0011526644310185, 'col10': 1.0456320575908, 'col11': 1.0049804372338027, 'col12': 1.002083433216977, 'col13': 0.9999914267319516, 'col14': 1.0896019785789768, 'col15': 1.2286726767091298, 'col16': 0.9995594915944102, 'col17': 1.0100678140433865, 'col18': 1.0134772295161292, 'col19': 0.9995900827866582, 'col20': 1.017423676919859, 'col21': 1.000550044908076, 'col22': 1.0007619686396285, 'col23': 1.0004408916890277}",0.99,0.80,0.99,0.84
