,Components,l,pol,class,map_logp,Marg. Likelihood,Modified Prior,model,gelRub,accTrain,accTest,f1Train,f1Test
136,8,True,1,cep,-1013.07565030585,-1028.40724238529,normal,RL,"{'mean1': 1.0031041905755458, 'Intercept': 1.0013027449547105, 'col0': 1.0001806694558075, 'col1': 1.0037834935206802, 'col2': 1.001330584480168, 'col3': 1.0006580748720644, 'col4': 1.0053162613113398, 'col5': 1.0151377004345494, 'col6': 0.9998464031829938, 'col7': 1.0054655718423857}",0.92,0.61,0.92,0.53
137,8,True,1,dsct,-324.145986829996,-332.923143926764,normal,RL,"{'mean1': 1.0042950120569845, 'Intercept': 1.0107599006129067, 'col0': 1.036269593048149, 'col1': 1.0341128099785355, 'col2': 1.024296601196605, 'col3': 1.0249166020714615, 'col4': 1.0063620544184135, 'col5': 1.0087098983133083, 'col6': 1.0042477491735369, 'col7': 1.0039277874877028}",0.97,0.58,0.97,0.40
138,8,True,1,lpv,-inf,-1395.38344231426,normal,RL,"{'mean1': 0.9995071752200162, 'Intercept': 1.0876418791496572, 'col0': 1.0616396855042824, 'col1': 1.0148189601942759, 'col2': 1.3995100243492617, 'col3': 1.3909203187518042, 'col4': 1.1590929863535857, 'col5': 1.0030264794490689, 'col6': 1.0386586886261588, 'col7': 1.0464575918454067}",0.97,0.77,0.97,0.83
139,8,True,1,ecl,-1647.16166217046,-1663.6857909427,normal,RL,"{'mean1': 1.0112876647596196, 'Intercept': 1.0395248749478148, 'col0': 1.1043431326843012, 'col1': 1.127276158360165, 'col2': 1.1398008718448758, 'col3': 1.024926749919683, 'col4': 1.0009777247749585, 'col5': 1.0016873432228914, 'col6': 1.000315657918622, 'col7': 1.0061904284558212}",0.95,0.52,0.95,0.41
140,8,True,1,rrlyr,-1219.02545491236,-1225.93515616954,student,RL,"{'mean1': 1.002914239919512, 'Intercept': 1.031545560670802, 'col0': 1.076300954232387, 'col1': 1.0083939018784054, 'col2': 1.010706224388526, 'col3': 1.0784732439432194, 'col4': 1.0691662089571454, 'col5': 0.999941544477262, 'col6': 1.0037593439926502, 'col7': 1.0086696746462815}",0.97,0.63,0.97,0.64
141,8,True,1,cep,-1025.09863166883,-1032.29093757438,student,RL,"{'mean1': 0.9995908736518596, 'Intercept': 1.0103736805737733, 'col0': 1.006011698351177, 'col1': 1.0094555211119978, 'col2': 0.9999264199666198, 'col3': 1.0061088396150806, 'col4': 1.0040611600913019, 'col5': 0.9995010416723654, 'col6': 1.002879174334452, 'col7': 0.9995072252911413}",0.92,0.61,0.92,0.53
142,8,True,1,dsct,-293.387840196464,-291.852401803973,student,RL,"{'mean1': 1.0097005146591571, 'Intercept': 1.008782187085098, 'col0': 1.287522370573655, 'col1': 1.3130689532952091, 'col2': 1.2785130654397874, 'col3': 1.0569294975268015, 'col4': 1.0812752901975444, 'col5': 1.0229868715233232, 'col6': 0.9997479560087562, 'col7': 0.9995020779349698}",0.97,0.46,0.97,0.25
143,8,True,1,lpv,-inf,-291.852401803973,student,RL,"{'mean1': 1.0023945139369626, 'Intercept': 1.0794105918130203, 'col0': 1.239399152712092, 'col1': 1.155802940385639, 'col2': 1.13693963250207, 'col3': 1.4078942861963406, 'col4': 1.080184592705147, 'col5': 1.084644045942231, 'col6': 1.0037918831464592, 'col7': 1.0177725888376856}",0.97,0.76,0.97,0.82
144,8,True,1,ecl,-1442.48580220763,-1448.85105651675,student,RL,"{'mean1': 1.0008116264958449, 'Intercept': 1.0502577951769385, 'col0': 1.0242486804212134, 'col1': 1.0179782677767186, 'col2': 1.0216898115230764, 'col3': 1.0010720095421408, 'col4': 0.9995111771288473, 'col5': 1.024088792366101, 'col6': 1.0014878784429884, 'col7': 0.9995537113568731}",0.96,0.57,0.96,0.50
145,8,True,1,rrlyr,-1251.28571108906,-1258.22407334585,laplace,RL,"{'mean1': 0.9995534408321725, 'Intercept': 1.0339205582316175, 'col0': 1.2359482752563977, 'col1': 1.1030730788624687, 'col2': 1.1380033827304896, 'col3': 1.2197936955961974, 'col4': 1.0682654470023871, 'col5': 1.011257112205048, 'col6': 1.002121561455864, 'col7': 0.9997467647625139}",0.97,0.63,0.97,0.64
146,8,True,1,cep,-1058.47893877501,-1065.6656890331,laplace,RL,"{'mean1': 1.0040656444578175, 'Intercept': 1.0127739079887792, 'col0': 1.0051540891281276, 'col1': 1.0013892353583056, 'col2': 1.0017672866944465, 'col3': 1.006092144071218, 'col4': 1.0295975347471744, 'col5': 0.9998526290568551, 'col6': 1.009974203387283, 'col7': 0.9998066524738002}",0.92,0.61,0.92,0.53
147,8,True,1,dsct,-325.117250453821,-323.098988887809,laplace,RL,"{'mean1': 0.9999901004808257, 'Intercept': 1.000170822619409, 'col0': 1.4730285684836242, 'col1': 1.4331440229071595, 'col2': 1.420223089974495, 'col3': 1.305216671568724, 'col4': 1.2340208160363002, 'col5': 1.0079026844482613, 'col6': 1.0164345908947847, 'col7': 1.0000639089756425}",0.97,0.45,0.97,0.24
148,8,True,1,lpv,-inf,-1491.45268795155,laplace,RL,"{'mean1': 1.002209070099692, 'Intercept': 1.0040450078992957, 'col0': 1.0211838391353782, 'col1': 1.0188369688872503, 'col2': 1.087990948534277, 'col3': 1.0660491370936063, 'col4': 1.0001150187762986, 'col5': 1.000252938743161, 'col6': 1.0053887752356718, 'col7': 1.0113905005504016}",0.97,0.76,0.97,0.82
149,8,True,1,ecl,-1843.28252503204,-1852.51035059786,laplace,RL,"{'mean1': 0.9999428035352708, 'Intercept': 1.0080256111279442, 'col0': 1.0515310066605734, 'col1': 1.0020146267666623, 'col2': 1.009306414570861, 'col3': 1.0043950556399353, 'col4': 1.0074083340908144, 'col5': 1.0109121756165376, 'col6': 1.0012154320384388, 'col7': 1.0031427192677838}",0.95,0.53,0.95,0.42
150,8,True,2,rrlyr,-730.757695799861,-758.558338529417,normal,RL,"{'mean1': 0.9998580850287585, 'Intercept': 1.0819617444783383, 'col0': 1.0295348425598467, 'col1': 1.1536807139166332, 'col2': 1.1090540448499575, 'col3': 1.020212177446986, 'col4': 1.000470951301794, 'col5': 1.0020808263425973, 'col6': 1.0018704512811014, 'col7': 1.001266162683695, 'col8': 1.0029384899356353, 'col9': 1.0495130716120191, 'col10': 1.0007656917467993, 'col11': 1.021176944764037, 'col12': 1.0029216794870088, 'col13': 1.039433180402742, 'col14': 1.0039949446662133, 'col15': 1.0166515753188932}",0.98,0.65,0.98,0.67
151,8,True,2,cep,-992.442338517627,-1023.43625647039,normal,RL,"{'mean1': 1.0031106717773441, 'Intercept': 1.0000333528184444, 'col0': 1.0380802726278215, 'col1': 1.0310418368796295, 'col2': 1.0559469715922543, 'col3': 1.0077129427850462, 'col4': 1.0575290866229892, 'col5': 1.002083943530103, 'col6': 1.0075619069831576, 'col7': 0.9996789676433391, 'col8': 1.0007868082934082, 'col9': 1.0320235452886743, 'col10': 1.003685029049071, 'col11': 1.0021555083263747, 'col12': 1.0020014490426836, 'col13': 1.0012438128362977, 'col14': 1.0158518378936299, 'col15': 1.0187584788948794}",0.93,0.61,0.93,0.53
152,8,True,2,dsct,-inf,-315.331665211688,normal,RL,"{'mean1': 1.0094174576415813, 'Intercept': 0.9995569917922037, 'col0': 1.054082209999314, 'col1': 1.0472324695759587, 'col2': 1.0428887288057327, 'col3': 1.0258426484443157, 'col4': 1.0226188627681183, 'col5': 1.0002344770912899, 'col6': 0.9995022823026617, 'col7': 1.0076066867059719, 'col8': 1.0035577916872565, 'col9': 1.0112382284379118, 'col10': 1.0112342740599598, 'col11': 1.0008328593249471, 'col12': 1.0002402796473522, 'col13': 1.0031351782274693, 'col14': 0.9996730942420489, 'col15': 1.0199086169218559}",0.97,0.59,0.97,0.42
153,8,True,2,lpv,-403.665882887473,-424.296381954735,normal,RL,"{'mean1': 1.0018532018911672, 'Intercept': 1.002915541155382, 'col0': 1.000991225619953, 'col1': 1.003724415703948, 'col2': 0.9995152074663542, 'col3': 0.999499874940175, 'col4': 0.9998509718485448, 'col5': 0.9997856916149847, 'col6': 1.008246363736398, 'col7': 0.9997967648753715, 'col8': 0.9996239615801605, 'col9': 0.9995041761389709, 'col10': 1.0029340032802072, 'col11': 1.0131427931661903, 'col12': 1.0150647134075061, 'col13': 0.9996288638917438, 'col14': 1.0060883608808868, 'col15': 1.0088753611102175}",0.99,0.72,0.99,0.77
154,8,True,2,ecl,-1546.23570344342,-1578.58155911065,normal,RL,"{'mean1': 1.021030711735315, 'Intercept': 1.3350702854087657, 'col0': 1.9644580240939895, 'col1': 1.5981281937230039, 'col2': 1.8190837965261624, 'col3': 1.2606954805307855, 'col4': 0.9995728461690155, 'col5': 1.010691897751379, 'col6': 1.010490840560819, 'col7': 1.014364335323827, 'col8': 1.154148845209362, 'col9': 1.0158465819339508, 'col10': 1.0159532696678002, 'col11': 1.1759308337234193, 'col12': 1.0159774523607932, 'col13': 1.0209253266429448, 'col14': 1.0096641089501537, 'col15': 1.0195245275900686}",0.96,0.54,0.96,0.43
155,8,True,2,rrlyr,-753.783195648673,-770.684500805739,student,RL,"{'mean1': 1.0074479975733048, 'Intercept': 1.0061501192143427, 'col0': 1.029357300475854, 'col1': 1.0144441907064707, 'col2': 1.0349323325561965, 'col3': 1.0001430178956576, 'col4': 1.037274668393004, 'col5': 1.0027612488931423, 'col6': 1.0009227203241418, 'col7': 1.015843209994328, 'col8': 1.030985696414608, 'col9': 1.0528760470868959, 'col10': 1.0342413812735882, 'col11': 1.055179366278703, 'col12': 1.012768025131366, 'col13': 1.0003239162030175, 'col14': 1.000152656332649, 'col15': 1.0003372616153863}",0.98,0.65,0.98,0.66
156,8,True,2,cep,-1024.06499467297,-1046.59049147008,student,RL,"{'mean1': 1.0099450223710071, 'Intercept': 1.0097642802848736, 'col0': 1.0113815639462587, 'col1': 1.0049898760228262, 'col2': 1.0073732374034037, 'col3': 0.9997890397941999, 'col4': 1.0020048476499421, 'col5': 1.0089889659353772, 'col6': 1.0019207967045622, 'col7': 1.0084242859701293, 'col8': 0.99971533615171, 'col9': 0.9995573127984065, 'col10': 1.0368156314587285, 'col11': 1.012925602827825, 'col12': 1.0431172497990373, 'col13': 1.004356316269474, 'col14': 1.0014660217132678, 'col15': 1.0058318348597775}",0.93,0.61,0.93,0.52
157,8,True,2,dsct,-inf,-295.361054885458,student,RL,"{'mean1': 1.0012602916260698, 'Intercept': 0.999552759710709, 'col0': 1.028981775742369, 'col1': 1.064470783205794, 'col2': 1.0479911146175935, 'col3': 1.0215535550329475, 'col4': 1.0168388471868586, 'col5': 1.006161745840338, 'col6': 1.0091368826794114, 'col7': 1.0083960302044095, 'col8': 1.1316369339946988, 'col9': 1.1353752145307263, 'col10': 1.0253248771305916, 'col11': 1.0234462374205593, 'col12': 0.9995438274631798, 'col13': 1.001828134016468, 'col14': 0.9995582664613727, 'col15': 1.0089740251516954}",0.97,0.49,0.97,0.27
158,8,True,2,lpv,-inf,-295.361054885458,student,RL,"{'mean1': 1.0059665006601561, 'Intercept': 1.1113709283440514, 'col0': 1.0266390703893056, 'col1': 0.9995654602674772, 'col2': 1.0237222392763417, 'col3': 1.0034556548161306, 'col4': 1.0071649017431932, 'col5': 0.9995021461383391, 'col6': 1.0018110124946944, 'col7': 1.0803390582800925, 'col8': 1.0928255973353262, 'col9': 1.3868005034795046, 'col10': 1.2184146681396937, 'col11': 1.1698707377608886, 'col12': 1.012611971088692, 'col13': 1.0251906483731088, 'col14': 1.0230170949412922, 'col15': 1.1664107555401542}",0.99,0.73,0.99,0.78
159,8,True,2,ecl,-1567.15468117121,-1590.2234785805,student,RL,"{'mean1': 0.9997059179756955, 'Intercept': 1.125480891470621, 'col0': 1.3606077056035608, 'col1': 1.3355274490997062, 'col2': 1.4154718391042627, 'col3': 1.1554943426610245, 'col4': 1.00635568242329, 'col5': 1.0012273917490029, 'col6': 1.0025761941817903, 'col7': 1.0141729838635618, 'col8': 1.1484369967484858, 'col9': 1.1541273052204062, 'col10': 1.1367667043893757, 'col11': 1.0564733439652263, 'col12': 0.9999085954912099, 'col13': 0.9995039759877887, 'col14': 1.0091470521101467, 'col15': 0.9995570371014939}",0.95,0.55,0.95,0.45
160,8,True,2,rrlyr,-835.674176366457,-852.660440525649,laplace,RL,"{'mean1': 1.0000611477401242, 'Intercept': 1.042212665762254, 'col0': 1.0030557625707122, 'col1': 1.0116680067702062, 'col2': 1.0192803087067785, 'col3': 1.0004584356423751, 'col4': 0.999705145599435, 'col5': 1.0081414964575905, 'col6': 1.0008392187170034, 'col7': 1.0000725813416742, 'col8': 1.0041997046800368, 'col9': 1.0034302033710099, 'col10': 1.0405230215441195, 'col11': 1.000238560715379, 'col12': 1.0075439443257241, 'col13': 1.0107402880647314, 'col14': 1.005839909988674, 'col15': 0.999499899258402}",0.98,0.66,0.98,0.67
161,8,True,2,cep,-1094.21438296916,-1116.78533936828,laplace,RL,"{'mean1': 0.9995472150782772, 'Intercept': 1.004941616722297, 'col0': 1.0918519050400843, 'col1': 1.1191096758992993, 'col2': 1.2293648040527363, 'col3': 1.0431923561326895, 'col4': 1.0789468157283835, 'col5': 0.9998514486309138, 'col6': 0.9995948522641024, 'col7': 0.9995743970630504, 'col8': 1.0742079699270466, 'col9': 1.1980764668761497, 'col10': 1.0037294003175625, 'col11': 1.0044510964949784, 'col12': 0.9995136436623591, 'col13': 0.9995335065982375, 'col14': 0.9997901670129065, 'col15': 0.999517771047072}",0.93,0.61,0.93,0.53
162,8,True,2,dsct,-inf,-362.564291860764,laplace,RL,"{'mean1': 1.0071776687096348, 'Intercept': 1.0649589553972705, 'col0': 1.0758503229295617, 'col1': 1.0215696654267876, 'col2': 1.017856692405546, 'col3': 1.3252509112312052, 'col4': 1.0384487165063736, 'col5': 1.0026273392039085, 'col6': 1.0001552059444991, 'col7': 0.9997459992288515, 'col8': 1.000636871295109, 'col9': 1.001704421039831, 'col10': 0.9997999764829992, 'col11': 1.1020483423644267, 'col12': 1.0018269742498556, 'col13': 1.003552016753297, 'col14': 1.046931058843095, 'col15': 1.0064291023659924}",0.97,0.48,0.97,0.26
163,8,True,2,lpv,-inf,-595.951390912011,laplace,RL,"{'mean1': 0.9999885531389193, 'Intercept': 1.05757213687735, 'col0': 1.0989447716836611, 'col1': 1.1093681300852143, 'col2': 1.0391738423982173, 'col3': 1.0300271916033492, 'col4': 1.023183535685152, 'col5': 0.9998128909593363, 'col6': 1.0083268544164343, 'col7': 1.0094942303274526, 'col8': 1.0877524145401911, 'col9': 1.0004561364151479, 'col10': 1.0154190443245639, 'col11': 1.005162496457988, 'col12': 1.0114695125421165, 'col13': 1.0000031220814072, 'col14': 1.0030737521483313, 'col15': 0.9996185519682513}",0.99,0.72,0.99,0.77
164,8,True,2,ecl,-inf,-1866.57345266279,laplace,RL,"{'mean1': 1.0007756259139458, 'Intercept': 1.3169907201217823, 'col0': 1.7041099775352597, 'col1': 1.7317226786275033, 'col2': 2.238954844989613, 'col3': 1.2435469257274232, 'col4': 1.050697130659131, 'col5': 1.0335577298184202, 'col6': 1.013810552491083, 'col7': 1.013267815373374, 'col8': 1.2514039679837508, 'col9': 0.9998433946692264, 'col10': 1.028660168624985, 'col11': 1.0495714539486691, 'col12': 1.0145746390478512, 'col13': 1.0628738460989564, 'col14': 1.0140683504361203, 'col15': 0.9996364893185881}",0.95,0.53,0.95,0.43
165,8,True,3,rrlyr,-inf,-730.545734232166,normal,RL,"{'mean1': 1.005513592790738, 'Intercept': 1.0082563573970167, 'col0': 0.999537452135895, 'col1': 1.0157062451355097, 'col2': 1.0000430173373167, 'col3': 1.0010902092938123, 'col4': 1.0120629236272518, 'col5': 1.0071770450779203, 'col6': 1.0707314307377378, 'col7': 1.0017812607019665, 'col8': 1.0192737080651455, 'col9': 1.3636496273359027, 'col10': 1.3524023292249985, 'col11': 1.000498667038831, 'col12': 0.9995170697115058, 'col13': 1.0007976735611612, 'col14': 1.00010135468526, 'col15': 1.000327951982345, 'col16': 1.0053333073364294, 'col17': 1.0234468641260908, 'col18': 1.0076606451231775, 'col19': 0.9998039341887894, 'col20': 1.0012185656232129, 'col21': 1.004607837780543, 'col22': 1.0678248297115256, 'col23': 1.0111125934599503}",0.98,0.65,0.98,0.66
166,8,True,3,cep,-inf,-1015.52307508946,normal,RL,"{'mean1': 1.0077141138901495, 'Intercept': 1.0095081466864317, 'col0': 1.006695908413794, 'col1': 1.0274037857003813, 'col2': 1.0243264071024307, 'col3': 1.0083436719543086, 'col4': 1.0257961541340466, 'col5': 1.000038751765097, 'col6': 1.0021800398859249, 'col7': 1.005542701148623, 'col8': 1.0108407286493357, 'col9': 1.0279824419900785, 'col10': 0.9995864623209526, 'col11': 1.0012729019892779, 'col12': 0.9995004079273291, 'col13': 1.0084410695210355, 'col14': 1.0152610759819236, 'col15': 1.0000071448806294, 'col16': 1.0353042330794493, 'col17': 1.1894012798512261, 'col18': 1.2338177646728494, 'col19': 1.0002111362456292, 'col20': 0.9995288178936081, 'col21': 0.9994999701604736, 'col22': 0.9997499094582251, 'col23': 1.001082549081759}",0.93,0.60,0.93,0.53
167,8,True,3,dsct,-inf,-330.881138153182,normal,RL,"{'mean1': 0.9998380517278794, 'Intercept': 1.0666157795651958, 'col0': 1.0517759296849833, 'col1': 1.0327099232160009, 'col2': 1.0040909582881388, 'col3': 1.0269728817354542, 'col4': 1.002658782763834, 'col5': 1.04680530965744, 'col6': 1.000310299923849, 'col7': 1.0236628517715773, 'col8': 1.0274051887501103, 'col9': 1.0154737799864644, 'col10': 1.0756727656974965, 'col11': 1.0562331551813806, 'col12': 1.0083536682167034, 'col13': 1.053625283065135, 'col14': 1.002849432462988, 'col15': 1.0271894116638915, 'col16': 1.0000210186504075, 'col17': 0.9996106494063886, 'col18': 1.0196719278286057, 'col19': 1.046241080428872, 'col20': 1.0003789553836135, 'col21': 1.0891276812258008, 'col22': 0.9994999237348936, 'col23': 1.0226721775465306}",0.97,0.59,0.97,0.43
168,8,True,3,lpv,-inf,-455.087651669837,normal,RL,"{'mean1': 1.0018607268090811, 'Intercept': 1.0352511133275997, 'col0': 1.006826664185749, 'col1': 0.9999336245875368, 'col2': 1.0053269466769639, 'col3': 1.0020428790653388, 'col4': 1.0036494918223147, 'col5': 1.0145334776405524, 'col6': 0.9997743880207922, 'col7': 1.0022230487448613, 'col8': 0.9997877878622647, 'col9': 1.003625196793817, 'col10': 1.0036974711586264, 'col11': 0.9996486921843625, 'col12': 1.0119141134244956, 'col13': 1.003666219194282, 'col14': 1.0494983617878708, 'col15': 1.0093264908133983, 'col16': 1.010478052796845, 'col17': 1.000488472884385, 'col18': 1.0007307973779642, 'col19': 1.002410509845896, 'col20': 1.0140872796126486, 'col21': 1.0137712015052105, 'col22': 0.9995548975436517, 'col23': 1.0001352546040492}",0.99,0.70,0.99,0.74
169,8,True,3,ecl,-inf,-1720.49284230798,normal,RL,"{'mean1': 1.0036209604788153, 'Intercept': 1.0206521458151174, 'col0': 1.0119311067974026, 'col1': 1.1582405271651979, 'col2': 1.0587816032824875, 'col3': 1.0471866188224777, 'col4': 1.0139681457454404, 'col5': 1.0071052561424634, 'col6': 1.0113731878062975, 'col7': 1.0012009427134734, 'col8': 1.0103310085916306, 'col9': 1.3094787416613953, 'col10': 1.2424217820037982, 'col11': 1.006507635515338, 'col12': 1.073864338027053, 'col13': 1.0000615967912783, 'col14': 1.0110549700936577, 'col15': 1.007713378082846, 'col16': 1.0565257838341646, 'col17': 1.3431481735228108, 'col18': 1.294887212865468, 'col19': 1.009759865718437, 'col20': 1.004130739346566, 'col21': 1.0079842759560342, 'col22': 1.0078023407396033, 'col23': 1.000202476001583}",0.95,0.53,0.95,0.44
170,8,True,3,rrlyr,-inf,-708.24311899208,student,RL,"{'mean1': 1.0039208216132691, 'Intercept': 1.0102742405015936, 'col0': 1.2053924325031105, 'col1': 1.204790931381546, 'col2': 1.2264208960516116, 'col3': 1.2282997463181877, 'col4': 1.1927381574818268, 'col5': 1.042094485196409, 'col6': 1.0887501438885714, 'col7': 0.9995275095747433, 'col8': 1.0975633486845822, 'col9': 1.0274580064735732, 'col10': 1.050762495880314, 'col11': 1.0031004272490183, 'col12': 1.0546079273306865, 'col13': 0.9996106090013246, 'col14': 1.009880710005746, 'col15': 1.0008230707166224, 'col16': 1.1150361940983828, 'col17': 1.0016506419446003, 'col18': 1.0742081022170828, 'col19': 1.03772987138602, 'col20': 1.0259406885591345, 'col21': 1.0323256657457973, 'col22': 1.043021946756903, 'col23': 0.9999170799096394}",0.98,0.66,0.98,0.66
171,8,True,3,cep,-inf,-708.24311899208,student,RL,"{'mean1': 1.0003069702557896, 'Intercept': 1.0042690214231718, 'col0': 1.2422571226048007, 'col1': 1.121143192501706, 'col2': 1.440050672765662, 'col3': 1.051149222400539, 'col4': 1.1902946686731741, 'col5': 1.0066619421841567, 'col6': 1.0359536898542925, 'col7': 1.0201074591969221, 'col8': 1.0155119807630433, 'col9': 1.4233419021694367, 'col10': 1.590503302171107, 'col11': 1.0015844794878084, 'col12': 1.0001438093458301, 'col13': 1.004440032422347, 'col14': 1.0017855767414057, 'col15': 1.0013565546687704, 'col16': 1.0576594322736361, 'col17': 1.7425198705909943, 'col18': 2.272908430854284, 'col19': 1.0003212892251618, 'col20': 1.1671605773954177, 'col21': 1.0127639788528884, 'col22': 1.025973679305287, 'col23': 1.0082788723883869}",0.93,0.61,0.93,0.53
172,8,True,3,dsct,-inf,-324.656803619807,student,RL,"{'mean1': 1.0008897230588878, 'Intercept': 1.0063149268155935, 'col0': 1.4792720809081406, 'col1': 1.3136542532125737, 'col2': 1.2945838739836861, 'col3': 1.6467514515075194, 'col4': 1.0824213975355477, 'col5': 0.9996952942802574, 'col6': 1.0066422321653217, 'col7': 1.0005496043618605, 'col8': 1.0742530818566423, 'col9': 1.0003378076880656, 'col10': 1.0078713133212767, 'col11': 1.3147006126550493, 'col12': 1.0006932750248947, 'col13': 1.0002284689445247, 'col14': 1.0016280390448122, 'col15': 0.9995123439889299, 'col16': 1.0039268647914263, 'col17': 1.0417744413229055, 'col18': 1.0140851716460966, 'col19': 1.0204033625152724, 'col20': 0.9996382111198321, 'col21': 0.9998178227909664, 'col22': 1.0033778059944458, 'col23': 1.0019270617356928}",0.97,0.48,0.97,0.25
173,8,True,3,lpv,-inf,-324.656803619807,student,RL,"{'mean1': 0.9997175346729964, 'Intercept': 1.0303434214038416, 'col0': 1.0315612168763908, 'col1': 1.0491352859628846, 'col2': 1.0032874498019473, 'col3': 0.9999653410660247, 'col4': 1.0067856071566763, 'col5': 0.9995282692256899, 'col6': 1.0230037464561477, 'col7': 1.0191196516083887, 'col8': 1.1107060388463486, 'col9': 1.0007222196430714, 'col10': 1.1556633747054925, 'col11': 1.0227662077153115, 'col12': 1.030834098775136, 'col13': 0.9995160744208381, 'col14': 1.0506819508108853, 'col15': 1.003761407446124, 'col16': 1.2381073410642616, 'col17': 1.0544237131381757, 'col18': 1.0412550554548423, 'col19': 1.015040360294612, 'col20': 1.0447655150592392, 'col21': 0.9995633801448456, 'col22': 1.0140727476341842, 'col23': 1.0510347987682545}",0.99,0.70,0.99,0.75
174,8,True,3,ecl,-inf,-324.656803619807,student,RL,"{'mean1': 0.9997870169518993, 'Intercept': 1.0217273811333873, 'col0': 1.0444934701645852, 'col1': 1.103808317383782, 'col2': 1.0974814295779167, 'col3': 1.0528524329910456, 'col4': 1.0111448625400794, 'col5': 1.0050677312679892, 'col6': 1.0042498352251588, 'col7': 1.0562149100619376, 'col8': 1.297688928417409, 'col9': 1.3136130177147338, 'col10': 1.2413454203223002, 'col11': 1.038490191569524, 'col12': 1.000697371283211, 'col13': 1.004055756318303, 'col14': 1.0184760511703999, 'col15': 1.0184340531116565, 'col16': 1.2151327391066025, 'col17': 1.1301605777360206, 'col18': 1.125012705737601, 'col19': 1.0025628680466585, 'col20': 0.9995019682465583, 'col21': 1.003712835106599, 'col22': 1.008789835526879, 'col23': 1.0506633429818253}",0.97,0.55,0.97,0.46
175,8,True,3,rrlyr,-inf,-777.664848779077,laplace,RL,"{'mean1': 1.0049103903259908, 'Intercept': 1.065402344994089, 'col0': 0.99950199747885, 'col1': 1.1441980773130602, 'col2': 1.0267252906012534, 'col3': 1.0013546862000042, 'col4': 1.003153281195566, 'col5': 1.0129138544399245, 'col6': 1.0027264714574398, 'col7': 1.0349421157664906, 'col8': 1.001366238665216, 'col9': 1.06230223234501, 'col10': 1.0298539175758255, 'col11': 1.0316740103245032, 'col12': 1.0526228940773, 'col13': 1.0101157780328582, 'col14': 1.0162076633469765, 'col15': 0.9995548483527824, 'col16': 1.0019243606763333, 'col17': 1.0251486450350866, 'col18': 1.0002385377694414, 'col19': 1.0001768914266582, 'col20': 1.0189977061358948, 'col21': 1.0079193512721765, 'col22': 1.012615924121503, 'col23': 1.0345126073662096}",0.99,0.67,0.99,0.68
176,8,True,3,cep,-inf,-777.664848779077,laplace,RL,"{'mean1': 0.999534740314959, 'Intercept': 1.0056687231824635, 'col0': 1.0188787422709429, 'col1': 1.0092051680101488, 'col2': 1.2134592680339236, 'col3': 1.0724042480828386, 'col4': 1.0937843965938074, 'col5': 1.014858048096786, 'col6': 1.0759689771125909, 'col7': 0.9996375309972242, 'col8': 1.2626161233992497, 'col9': 1.1762797820923994, 'col10': 1.90470394594184, 'col11': 1.006417790487423, 'col12': 1.117328278042141, 'col13': 1.011557548917587, 'col14': 1.0063999343126395, 'col15': 1.0285420436349328, 'col16': 1.0250188182982225, 'col17': 2.737862370534505, 'col18': 3.1958947923301495, 'col19': 1.0486924118955567, 'col20': 1.022291793027658, 'col21': 1.0099705758900661, 'col22': 1.0890096448025444, 'col23': 0.9995064357249761}",0.93,0.60,0.93,0.53
177,8,True,3,dsct,-inf,-430.385710483738,laplace,RL,"{'mean1': 1.001168244178661, 'Intercept': 1.0068745790782434, 'col0': 1.1330913490958439, 'col1': 1.1286197656628412, 'col2': 1.1678159049322052, 'col3': 1.295165954140031, 'col4': 1.0056823120105998, 'col5': 0.9997386528190408, 'col6': 1.0329840201771607, 'col7': 0.9995041070667748, 'col8': 1.019915509931697, 'col9': 1.2450999285681041, 'col10': 1.121558243959453, 'col11': 1.1738682444565993, 'col12': 1.0007952472268002, 'col13': 1.0100795234321074, 'col14': 1.0071108696291908, 'col15': 1.0346921483534044, 'col16': 1.1485887529353405, 'col17': 1.2651110885515484, 'col18': 1.055727694976708, 'col19': 1.0390767783007544, 'col20': 1.0383671452080243, 'col21': 0.9998746500577088, 'col22': 1.040113715789276, 'col23': 0.9995997638175549}",0.97,0.48,0.97,0.26
178,8,True,3,lpv,-inf,-430.385710483738,laplace,RL,"{'mean1': 1.0018051053526922, 'Intercept': 1.0071605359572604, 'col0': 1.081845221979962, 'col1': 1.1632761611013196, 'col2': 1.0732903075067106, 'col3': 1.0163169360795983, 'col4': 1.0048178885652932, 'col5': 1.0005342264606585, 'col6': 1.0003901717526362, 'col7': 0.9999817439615228, 'col8': 1.0103232817004595, 'col9': 1.0417384324133485, 'col10': 1.5995524391447402, 'col11': 1.0126984063503406, 'col12': 0.9997312273199116, 'col13': 1.0017241832982453, 'col14': 1.0080825179984374, 'col15': 1.0071304188511845, 'col16': 1.3256493091260706, 'col17': 1.0639204876665198, 'col18': 1.574422122825025, 'col19': 1.0161070315102378, 'col20': 1.0105311224765265, 'col21': 1.0003058102013183, 'col22': 1.0005259585012558, 'col23': 1.000841960156728}",0.99,0.70,0.99,0.75
